"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"identifiant";"Source 1";"Source 2";"langue";"Relation";"couverture";"droits";"url"
"Rosa villosa  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rosa_villosa_CLF138135";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rosa_villosa_CLF138135.jpg"
"Rosa villosa  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rosa_villosa_CLF138136";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rosa_villosa_CLF138136.jpg"
"Rosa vogasiaca  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rosa_vogasiaca_CLF138137";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rosa_vogasiaca_CLF138137.jpg"
"Rosa x villosa  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rosa_x villosa_CLF138138";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rosa_x_villosa_CLF138138.jpg"
"Rosa x canina  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rosa_x canina_CLF138139";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rosa_x_canina_CLF138139.jpg"
"Rubus   (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_CLF138140";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_CLF138140.jpg"
"Rubus gillotii  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_gillotii_CLF138141";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_gillotii_CLF138141.jpg"
"Rubus godronii  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_godronii_CLF138142";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_godronii_CLF138142.jpg"
"Rubus ulmifolius  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_ulmifolius_CLF138143";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_ulmifolius_CLF138143.jpg"
"Rubus ulmifolius  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_ulmifolius_CLF138144";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_ulmifolius_CLF138144.jpg"
"Rubus canescens  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_canescens_CLF138145";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_canescens_CLF138145.jpg"
"Rubus lloydianus  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_lloydianus_CLF138146";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_lloydianus_CLF138146.jpg"
"Rubus caesius  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_caesius_CLF138147";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_caesius_CLF138147.jpg"
"Rubus caesius  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_caesius_CLF138148";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_caesius_CLF138148.jpg"
"Rubus incanescens  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_incanescens_CLF138149";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_incanescens_CLF138149.jpg"
"Rubus caflishii  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_caflishii_CLF138150";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_caflishii_CLF138150.jpg"
"Rubus idaeus  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_idaeus_CLF138151";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_idaeus_CLF138151.jpg"
"Rubus idaeus  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Rubus_idaeus_CLF138152";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Rubus_idaeus_CLF138152.jpg"
"Sanguisorba ancistroides  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_ancistroides_CLF138153";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_ancistroides_CLF138153.jpg"
"Sanguisorba ancistroides  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_ancistroides_CLF138154";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_ancistroides_CLF138154.jpg"
"Sanguisorba minor  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_minor_CLF138155";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_minor_CLF138155.jpg"
"Sanguisorba minor  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_minor_CLF138156";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_minor_CLF138156.jpg"
"Sanguisorba minor  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_minor_CLF138157";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_minor_CLF138157.jpg"
"Sanguisorba minor  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_minor_CLF138158";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_minor_CLF138158.jpg"
"Sanguisorba minor  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_minor_CLF138159";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_minor_CLF138159.jpg"
"Sanguisorba minor  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_minor_CLF138160";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_minor_CLF138160.jpg"
"Sanguisorba montana  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_montana_CLF138161";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_montana_CLF138161.jpg"
"Sanguisorba officinalis  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_officinalis_CLF138162";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_officinalis_CLF138162.jpg"
"Sanguisorba officinalis  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_officinalis_CLF138163";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_officinalis_CLF138163.jpg"
"Sanguisorba spinosum  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_spinosum_CLF138164";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_spinosum_CLF138164.jpg"
"Sanguisorba spinosum  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_spinosum_CLF138165";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_spinosum_CLF138165.jpg"
"Sanguisorba spinosum  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sanguisorba_spinosum_CLF138166";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sanguisorba_spinosum_CLF138166.jpg"
"Sibbaldia procumbens  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sibbaldia_procumbens_CLF138167";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sibbaldia_procumbens_CLF138167.jpg"
"Sibbaldia procumbens  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sibbaldia_procumbens_CLF138168";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sibbaldia_procumbens_CLF138168.jpg"
"Sorbaria aitchisonii  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbaria_aitchisonii_CLF138169";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbaria_aitchisonii_CLF138169.jpg"
"Sorbus aria  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_aria_CLF138170";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_aria_CLF138170.jpg"
"Sorbus aucuparia  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_aucuparia_CLF138171";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_aucuparia_CLF138171.jpg"
"Sorbus chamaemespilus  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_chamaemespilus_CLF138172";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_chamaemespilus_CLF138172.jpg"
"Sorbus chamaemespilus  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_chamaemespilus_CLF138173";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_chamaemespilus_CLF138173.jpg"
"Sorbus chamaemespilus  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_chamaemespilus_CLF138174";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_chamaemespilus_CLF138174.jpg"
"Sorbus domestica  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_domestica_CLF138175";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_domestica_CLF138175.jpg"
"Sorbus latifolia  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_latifolia_CLF138176";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_latifolia_CLF138176.jpg"
"Sorbus legrei  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_legrei_CLF138177";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_legrei_CLF138177.jpg"
"Sorbus mougeotii  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_mougeotii_CLF138178";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_mougeotii_CLF138178.jpg"
"Sorbus torminalis  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_torminalis_CLF138179";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_torminalis_CLF138179.jpg"
"Sorbus torminalis  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_torminalis_CLF138180";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_torminalis_CLF138180.jpg"
"Sorbus torminalis  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_torminalis_CLF138181";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_torminalis_CLF138181.jpg"
"Sorbus x confusa  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_x confusa_CLF138182";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_x_confusa_CLF138182.jpg"
"Sorbus x confusa  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_x confusa_CLF138183";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_x_confusa_CLF138183.jpg"
"Sorbus dacica  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_dacica_CLF138184";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_dacica_CLF138184.jpg"
"Sorbus x   (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Sorbus_x _CLF138185";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Sorbus_x_CLF138185.jpg"
"Spiraea decumbens  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Spiraea_decumbens_CLF138186";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Spiraea_decumbens_CLF138186.jpg"
"Spiraea hispanica  (Rosaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rosaceae_Spiraea_hispanica_CLF138187";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rosaceae_Spiraea_hispanica_CLF138187.jpg"
"Frangula alnus  (Rhamnaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rhamnaceae_Frangula_alnus_CLF138188";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rhamnaceae_Frangula_alnus_CLF138188.jpg"
"Frangula alnus  (Rhamnaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rhamnaceae_Frangula_alnus_CLF138189";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rhamnaceae_Frangula_alnus_CLF138189.jpg"
"Frangula alnus  (Rhamnaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rhamnaceae_Frangula_alnus_CLF138190";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rhamnaceae_Frangula_alnus_CLF138190.jpg"
"Paliurus spina christi  (Rhamnaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rhamnaceae_Paliurus_spina christi_CLF138191";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rhamnaceae_Paliurus_spina_christi_CLF138191.jpg"
"Rhamnus alaternus  (Rhamnaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rhamnaceae_Rhamnus_alaternus_CLF138192";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rhamnaceae_Rhamnus_alaternus_CLF138192.jpg"
"Rhamnus alpina  (Rhamnaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rhamnaceae_Rhamnus_alpina_CLF138193";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rhamnaceae_Rhamnus_alpina_CLF138193.jpg"
"Rhamnus ludovici salvatoris  (Rhamnaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Rhamnaceae_Rhamnus_ludovici salvatoris_CLF138194";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Rhamnaceae_Rhamnus_ludovici_salvatoris_CLF138194.jpg"
