"TITN";"EDITEUR";"DATE DE PUBLICATION";"TITRE";"SOUS-TITRE";"COLLECTION";"NUMÉRO";"NOM AUTEUR";"PRENOM AUTEUR";"LANGUE";;"AUTEUR1";"AUTEUR2";"DATE";"PAGES";"HAUTEUR";"COLLECTION";"Type";"Langue";"Format";"Droits";"IDENTIFIANT";"SOURCE";"URL"
"(OCoLC)459606603;sib0389270; 1111360";"Editions du ""Petit Echo de la Mode""";1935;"Le retour au bercail";;"Collection Stella";366;"L'Epars";"A. de";"fre";"text";"L'Epars, A. de (18..-19..) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 366";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_366_C92790_1111360";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_366_C92790_1111360.pdf"
"(OCoLC)458170048; 1111361";"Editions du ""Petit Echo de la Mode""";1935;"Marié malgré lui";;"Collection Stella";368;"Prigel";"M.";"fre";"text";"Prigel, M. (18..-19..) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 368";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_368_C92792_1111361";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_368_C92792_1111361.pdf"
"(OCoLC)689307179;sib1224937; 1111367";"Editions du ""Petit Echo de la Mode""";1935;"Petite dame verte";;"Collection Stella";369;"Mathers";"Hélène";"fre";"text";"Mathers, Helen (1853-1920) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 369";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_369_C92794_1111367";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_369_C92794_1111367.pdf"
"(OCoLC)689508087;sib0391616; 1111372";"Editions du ""Petit Echo de la Mode""";1935;"L'offrande";;"Collection Stella";371;"Péronnet";"Mme Charles";"fre";"text";"Péronnet, Mme Charles (1860-1942) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 371";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_371_C92795_1111372";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_371_C92795_1111372.pdf"
"(OCoLC)459098362; 1111377";"Editions du ""Petit Echo de la Mode""";1935;"Loulette et son mari";;"Collection Stella";372;"Deberre";"Line";"fre";"text";"Deberre, Line (1880-1954) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 372";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_372_C92797_1111377";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_372_C92797_1111377.pdf"
"(OCoLC)459300402; 1111378";"Editions du ""Petit Echo de la Mode""";1935;"Paladins modernes";;"Collection Stella";375;"Géniaux";"Claire-Charles";"fre";"text";"Géniaux, Claire-Charles (1878-1971) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 375";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_375_C92798_1111378";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_375_C92798_1111378.pdf"
"(OCoLC)690511829; 1111380";"Editions du ""Petit Echo de la Mode""";1935;"Les jours nouveaux";;"Collection Stella";377;"Verdat";"Germaine";"fre";"text";"Verdat, Germaine (1897-19..) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 377";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_377_C92799_1111380";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_377_C92799_1111380.pdf"
"(OCoLC)690512233; 1111382";"Editions du ""Petit Echo de la Mode""";1935;"Derrière le masque";"roman inédit";"Collection Stella";379;"Moret";"Jeannette";"fre";"text";"Moret, Jeannette (18..-19..) ";;"[1935] ";"160 p. ";"18 cm";"Collection Stella ; 379";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_379_C92800_1111382";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_379_C92800_1111382.pdf"
"(OCoLC)458612116; 1111384";"Editions du ""Petit Echo de la Mode""";1936;"La femme du fou";;"Collection Stella";380;"Barasc";"Jean de";"fre";"text";"Barasc, Jean de (18..-19..) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 380";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_380_C92801_1111384";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_380_C92801_1111384.pdf"
"(OCoLC)689499871;sib0389280; 1111386";"Editions du ""Petit Echo de la Mode""";1936;"Le paradis retrouvé";"roman inédit";"Collection Stella";381;"Adenis";"Edouard";"fre";"text";"Adenis, Edouard (1867-1952) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 381";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_381_C92802_1111386";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_381_C92802_1111386.pdf"
"(OCoLC)689499786;sib0389251; 1111389";"Editions du ""Petit Echo de la Mode""";1936;"D'une fenêtre";;"Collection Stella";384;"Bouvet";"Marie-Louise";"fre";"text";"Bouvet, Marie-Louise (1869-1954) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 384";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_384_C92803_1111389";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_384_C92803_1111389.pdf"
"(OCoLC)459281081; 1111390";"Editions du ""Petit Echo de la Mode""";1936;"La sacrifiée";;"Collection Stella";385;"Dourliac";"H.-A.";"fre";"text";"Dourliac, H.-A. (1860-1936) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 385";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_385_C92805_1111390";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_385_C92805_1111390.pdf"
"(OCoLC)690513573; 1111391";"Editions du ""Petit Echo de la Mode""";1936;"Un étrange voisin";"roman inédit";"Collection Stella";386;"Myre";"José";"fre";"text";"Myre, José (18..-19..) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 386";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_386_C92806_1111391";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_386_C92806_1111391.pdf"
"(OCoLC)459285426; 1111493";"Editions du ""Petit Echo de la Mode""";1936;"Au pays du soleil";;"Collection Stella";392;"Claude";"Pierre";"fre";"text";"Claude, Pierre ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 392";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_392_C92807_1111493";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_392_C92807_1111493.pdf"
"(OCoLC)459071525;sib0391620; 1111495";"Editions du ""Petit Echo de la Mode""";1936;"La chance";;"Collection Stella";394;"Daumière";"René";"fre";"text";"Daumière, René (18..-19..) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 394";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_394_C92808_1111495";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_394_C92808_1111495.pdf"
"(OCoLC)690212634; 1111497";"Editions du ""Petit Echo de la Mode""";1936;"Vaincre !";;"Collection Stella";395;"Chenavéry";"J.G.";"fre";"text";"Chenavéry, J.G. (18..-19..) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 395";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_395_C92809_1111497";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_395_C92809_1111497.pdf"
"(OCoLC)458936298; 1111499";"Editions du ""Petit Echo de la Mode""";1936;"La petite fille au fantôme";;"Collection Stella";396;"Sandy";"Isabelle";"fre";"text";"Sandy, Isabelle (1884-1975) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 396";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_396_C92810_1111499";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_396_C92810_1111499.pdf"
"(OCoLC)690529637; 1111502";"Editions du ""Petit Echo de la Mode""";1936;"Le bien-marié";;"Collection Stella";398;"Beaume";"Georges";"fre";"text";"Beaume, Georges (1861-1940) ";;"[1936] ";"160 p. ";"18 cm";"Collection Stella ; 398";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_398_C92811_1111502";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_398_C92811_1111502.pdf"
"(OCoLC)690529778; 1111505";"Editions du ""Petit Echo de la Mode""";1937;"Un mari par surcroît";"roman inédit";"Collection Stella";406;"Dorlhys";"Jean";"fre";"text";"Dorlhys, Jean (18..-19..) ";;"[1937] ";"160 p. ";"18 cm";"Collection Stella ; 406";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_406_C92812_1111505";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_406_C92812_1111505.pdf"
"(OCoLC)690530003; 1111511";"Editions du ""Petit Echo de la Mode""";1937;"Deux fiancées";;"Collection Stella";407;"Garvice";"Charles";"fre";"text";"Garvice, Charles (1850-1920) ";;"[1937] ";"160 p. ";"18 cm";"Collection Stella ; 407";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_407_C92813_1111511";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_407_C92813_1111511.pdf"
"(OCoLC)459415396;sib1286500; 1111514";"Editions du ""Petit Echo de la Mode""";1937;"Le mobile secret";;"Collection Stella";408;"Langlois";"Hélène";"fre";"text";"Langlois, Hélène ";;"[1937] ";"160 p. ";"18 cm";"Collection Stella ; 408";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_408_C92814_1111514";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_408_C92814_1111514.pdf"
"(OCoLC)458449823;sib1492969; 1111518";"Editions du ""Petit Echo de la Mode""";1937;"Deux visages, un amour";;"Collection Stella";416;"Bergh";"Paul";"fre";"text";"Bergh, Paul (18..-19..) ";;"[1937] ";"160 p. ";"18 cm";"Collection Stella ; 416";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_416_C92815_1111518";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_416_C92815_1111518.pdf"
"(OCoLC)459336320; 1111520";"Editions du ""Petit Echo de la Mode""";1937;"Le mal que fit une femme";;"Collection Stella";419;"Gestelys";"Léo";"fre";"text";"Gestelys, Léo (1885-1973) ";;"[1937] ";"160 p. ";"18 cm";"Collection Stella ; 419";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_419_C92816_1111520";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_419_C92816_1111520.pdf"
"(OCoLC)690531406; 1111525";"Editions du ""Petit Echo de la Mode""";1937;"L'éternelle chanson";;"Collection Stella";427;"Chauvière";"Claude";"fre";"text";"Chauvière, Claude (1895-1939) ";;"[1937] ";"160 p. ";"18 cm";"Collection Stella ; 427";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_427_C92817_1111525";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_427_C92817_1111525.pdf"
"(OCoLC)458637224; 1111529";"Editions du ""Petit Echo de la Mode""";1938;"La gamme de ""do""";;"Collection Stella";430;"Barrère-Affre";"Marie";"fre";"text";"Barrère-Affre, Marie (1885-1963) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 430";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_430_C92818_1111529";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_430_C92818_1111529.pdf"
"(OCoLC)690532551; 1111532";"Editions du ""Petit Echo de la Mode""";1938;"L'aventure de M. Mellac";"roman inédit";"Collection Stella";432;"Dominique";"Pierre";"fre";"text";"Dominique, Pierre (1891-1973) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 432";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_432_C92819_1111532";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_432_C92819_1111532.pdf"
"(OCoLC)690532948; 1111536";"Editions du ""Petit Echo de la Mode""";1938;"Les deux mariages";"roman inédit";"Collection Stella";434;"Cantegrive";"Anda";"fre";"text";"Cantegrive, Anda (18..-19..) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 434";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_434_C92820_1111536";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_434_C92820_1111536.pdf"
"(OCoLC)690533120; 1111537";"Editions du ""Petit Echo de la Mode""";1938;"Immortelle jeunesse";;"Collection Stella";435;"Wailly";"Marie de";"fre";"text";"Wailly, Marie de (1880-1964) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 435";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_435_C92821_1111537";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_435_C92821_1111537.pdf"
"(OCoLC)458680476; 1111539";"Editions du ""Petit Echo de la Mode""";1938;"Au petit Paris";;"Collection Stella";441;"Beaume";"Georges";"fre";"text";"Beaume, Georges (1861-1940) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 441";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_441_C92822_1111539";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_441_C92822_1111539.pdf"
"(OCoLC)690533472; 1111542";"Editions du ""Petit Echo de la Mode""";1938;"Pour ne pas mourir";"roman";"Collection Stella";442;"Pierazzi";"Rina-Maria";"fre";"text";"Pierazzi, Rina-Maria (18..-19..) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 442";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_442_C92823_1111542";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_442_C92823_1111542.pdf"
"(OCoLC)459197828;sib0624731; 1111544";"Editions du ""Petit Echo de la Mode""";1938;"Marquise de Maulgrand";;"Collection Stella";443;"Cadiou";"Marie Rosalie Virginie";"fre";"text";"Cadiou, Marie Rosalie Virginie (1847-1927) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 443";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_443_C92825_1111544";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_443_C92825_1111544.pdf"
"(OCoLC)458984431; 1111551";"Editions du ""Petit Echo de la Mode""";1938;"Masque et visage";;"Collection Stella";444;"Crisenoy";"Maria de";"fre";"text";"Crisenoy, Maria de (1882-1965) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 444";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_444_C92827_1111551";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_444_C92827_1111551.pdf"
"(OCoLC)690534619; 1111555";"Editions du ""Petit Echo de la Mode""";1938;"A-t-elle du coeur ?";;"Collection Stella";445;"Stuart";"Esme";"fre";"text";"Stuart, Esme (1851-1934) ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 445";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_445_C92828_1111555";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_445_C92828_1111555.pdf"
"(OCoLC)690534767; 1111557";"Editions du ""Petit Echo de la Mode""";1938;"Messagère de bonheur";"roman inédit";"Collection Stella";446;"Vertiol";"Andrée";"fre";"text";"Vertiol, Andrée ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 446";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_446_C92829_1111557";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_446_C92829_1111557.pdf"
"(OCoLC)459415354; 1111559";"Editions du ""Petit Echo de la Mode""";1938;"Folle jeunesse";;"Collection Stella";448;"Langlois";"Hélène";"fre";"text";"Langlois, Hélène ";;"[1938] ";"160 p. ";"18 cm";"Collection Stella ; 448";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_448_C92832_1111559";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_448_C92832_1111559.pdf"
"(OCoLC)690535071; 1111566";"Editions du ""Petit Echo de la Mode""";"1939 ?";"La monnaie du bonheur";"roman inédit";"Collection Stella";453;"Coriola";;"fre";"text";"Coriola (18..-19..) ";;"[1939 ?] ";"160 p. ";"18 cm";"Collection Stella ; 453";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_453_C92833_1111566";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_453_C92833_1111566.pdf"
"(OCoLC)690535236; 1111568";"Editions du ""Petit Echo de la Mode""";1939;"L'obstacle";"roman inédit";"Collection Stella";456;"Ichard";"Jeanne Louise Marie";"fre";"text";"Ichard, Jeanne Louise Marie (1876 -1951) ";;"[1939] ";"160 p. ";"18 cm";"Collection Stella ; 456";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_456_C92834_1111568";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_456_C92834_1111568.pdf"
"(OCoLC)690535460; 1111575";"Editions du ""Petit Echo de la Mode""";1939;"Le prince errant";"roman inédit";"Collection Stella";459;"Ichard";"Jeanne Louise Marie";"fre";"text";"Ichard, Jeanne Louise Marie (1876 -1951) ";;"[1939] ";"160 p. ";"18 cm";"Collection Stella ; 459";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_459_C92836_1111575";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_459_C92836_1111575.pdf"
"(OCoLC)459066085; 1111587";"Editions du ""Petit Echo de la Mode""";1940;"Mademoiselle Quand-même";;"Collection Stella";477;"Wilsoves";"Paule de";"fre";"text";"Wilsoves, Paule de (18..-19..) ";;"[1940 ?] ";"160 p. ";"18 cm";"Collection Stella ; 477";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_477_C92837_1111587";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_477_C92837_1111587.pdf"
"(OCoLC)459310981; 1111597";"Editions du ""Petit Echo de la Mode""";1940;"Douce-amère";"roman";"Collection Stella";489;"Clopet";"Gabrielle";"fre";"text";"Clopet, Gabrielle (18..-19..) ";;"[1940 ?] ";"160 p. ";"18 cm";"Collection Stella ; 489";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_489_C92838_1111597";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_489_C92838_1111597.pdf"
"(OCoLC)690536400; 1111602";"Editions du ""Petit Echo de la Mode""";1941;"Seule dans mon coeur";"roman inédit";"Collection Stella";497;"Cys";"Éric de";"fre";"text";"Cys, Éric de (1889-1956) ";;"[1941 ?] ";"158 p. ";"18 cm";"Collection Stella ; 497";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_497_C92839_1111602";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_497_C92839_1111602.pdf"
"(OCoLC)458795339 ;1111611";"Editions du ""Petit Echo de la Mode""";1941;"L'amour qui meurt";;"Collection Stella";506;"Séneval";"Jehan de";"fre";"text";"Séneval, Jehan de (18..-19..) ";;"[1941 ?] ";"158 p. ";"18 cm";"Collection Stella ; 506";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_506_C92840_1111611";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_506_C92840_1111611.pdf"
"(OCoLC)689226415;sib1144697; 1111623";"Editions du ""Petit Echo de la Mode""";"1941 ?";"Aime... et reste fidèle";"roman inédit";"Collection Stella";518;"O'Néves";;"fre";"text";"O'Néves (1863 -1952) ";;"[1941 ?] ";"158 p. ";"18 cm";"Collection Stella ; 518";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_518_C92842_1111623";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_518_C92842_1111623.pdf"
"(OCoLC)459581964; 1111632";"Editions de Montsouris";"1942 ?";"Sur champ d'azur...";"roman inédit";"Collection Stella";524;"Levasseur";"Suzanne";"fre";"text";"Levasseur, Suzanne (1888-1976) ";;"[1942 ?] ";"126 p. ";"18 cm";"Collection Stella ; 524";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_524_C92843_1111632";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_524_C92843_1111632.pdf"
"(OCoLC)459161465; 1111637";"Editions de Montsouris";"1942 ?";"Sous les ailes bleues";"roman inédit";"Collection Stella";526;"Demais";"Jean";"fre";"text";"Demais, Jean (18..-1958) ";;"[1942 ?] ";"128 p. ";"18 cm";"Collection Stella ; 526";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_526_C92844_1111637";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_526_C92844_1111637.pdf"
"(OCoLC)689500317;sib0389484; 1111638";"Editions de Montsouris";1948;"Une étoile";;"Collection Stella";535;"Mauclère";"Jean";"fre";"text";"Mauclère, Jean (1887-1951) ";;"DL 1948";"126 p. ";"18 cm";"Collection Stella ; 535";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_533_C92845_1111638";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_533_C92845_1111638.pdf"
"(OCoLC)690538149; 1111639";"Editions de Montsouris";1948;"La tendre défaite";;"Collection Stella";537;"Madal";"George";"fre";"text";"Madal, George (18..-19..) ";;"DL 1948";"126 p. ";"18 cm";"Collection Stella ; 537";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_537_C92846_1111639";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_537_C92846_1111639.pdf"
"(OCoLC)690538429; 1111642";"Editions de Montsouris";1949;"Le portrait vivant";"roman inédit";"Collection Stella";543;"Salvat";"Isabelle";"fre";"text";"Salvat, Isabelle (18..-19..) ";;1949;"126 p. ";"18 cm";"Collection Stella ; 543";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_543_C92847_1111642";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_543_C92847_1111642.pdf"
"(OCoLC)690538568; 1111644";"Editions de Montsouris";1949;"Le collier de scarabées";;"Collection Stella";547;"Williamson";"Alice Muriel";"fre";"text";"Williamson, Alice Muriel (1869-1933) ";;1949;"128 p. ";"18 cm";"Collection Stella ; 547";"text";"fre";"application/pdf ";"Domaine public";"BCU_Bastaire_Stella_547_C92848_1111644";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_547_C92848_1111644.pdf"
"(OCoLC)689500386;sib0389524; 1111645";"Editions de Montsouris";1953;"Passeport français";"roman inédit";"Collection Stella";590;"Cys";"Éric de";"fre";"text";"Cys, Éric de (1889-1956) ";;1953;"128 p. ";"18 cm";"Collection Stella ; 590";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_590_C92849_1111645";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_590_C92849_1111645.pdf"
"(OCoLC)690538919; 1111646";"Editions de Montsouris";1953;"Le rose des nuages";"roman inédit";"Collection Stella";594;"Christophe";"Jacques";"fre";"text";"Christophe, Jacques (1889-19..) ";;1953;"128 p. ";"18 cm";"Collection Stella ; 594";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_534_C92850_1111646";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_534_C92850_1111646.pdf"
"(OCoLC)690535388; 1111684";"Editions du ""Petit Echo de la Mode""";1939;"La force d'un serment";"roman inédit";"Collection Stella";457;"Gestelys";"Léo";"fre";"text";"Gestelys, Léo (1885-1973) ";;"[1939] ";"160 p. ";"18 cm";"Collection Stella ; 457";"text";"fre";"application/pdf ";"Pas d’utilisation commerciale ";"BCU_Bastaire_Stella_457_C92835_1111684";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Bastaire_Stella_457_C92835_1111684.pdf"
