"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"preparation identifiant";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Préparation url "
"Erica cinerea  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Bruyères_Erica_cinerea_MAB02763";"Bruyères_Erica_cinerea_MAB02763";"Bibliothèque Université Clermont Auvergne";"fre";;"Gennetines";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Erica_cinerea_MAB02763.jpg"
"Erica cinerea  (Bruyères)";"Migout";"Gagne";;;"Herbiers universitaires de Clermont-Ferrand";"22 août 1877";"still image";"image/jpeg";"Bruyères_Erica_cinerea_MAB02764";"Bruyères_Erica_cinerea_MAB02764";"Bibliothèque Université Clermont Auvergne";"fre";;"bois de Labrosse, montluçon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Erica_cinerea_MAB02764.jpg"
"Erica tetralin  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Bruyères_Erica_tetralin_MAB02765";"Bruyères_Erica_tetralin_MAB02765";"Bibliothèque Université Clermont Auvergne";"fre";;"Montluçon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Erica_tetralin_MAB02765.jpg"
"Erica tetralin  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Bruyères_Erica_tetralin_MAB02766";"Bruyères_Erica_tetralin_MAB02766";"Bibliothèque Université Clermont Auvergne";"fre";;"Montbeugny";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Erica_tetralin_MAB02766.jpg"
"Erica tetralin  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Bruyères_Erica_tetralin_MAB02767";"Bruyères_Erica_tetralin_MAB02767";"Bibliothèque Université Clermont Auvergne";"fre";;"Vieure";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Erica_tetralin_MAB02767.jpg"
"Erica tetralin  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"27 juin 1875";"still image";"image/jpeg";"Bruyères_Erica_tetralin_MAB02768";"Bruyères_Erica_tetralin_MAB02768";"Bibliothèque Université Clermont Auvergne";"fre";;0;"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Erica_tetralin_MAB02768.jpg"
"Oxycoccus palustris  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juin 1881";"still image";"image/jpeg";"Bruyères_Oxycoccus_palustris_MAB02769";"Bruyères_Oxycoccus_palustris_MAB02769";"Bibliothèque Université Clermont Auvergne";"fre";;"tourbière près des gardes de l'Assise, Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Oxycoccus_palustris_MAB02769.jpg"
"Vaccinium myrtyllus  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juin 1865";"still image";"image/jpeg";"Bruyères_Vaccinium_myrtyllus_MAB02770";"Bruyères_Vaccinium_myrtyllus_MAB02770";"Bibliothèque Université Clermont Auvergne";"fre";;"Chatel montagne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Vaccinium_myrtyllus_MAB02770.jpg"
"Vaccinium myrtyllus  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juin 1881";"still image";"image/jpeg";"Bruyères_Vaccinium_myrtyllus_MAB02771";"Bruyères_Vaccinium_myrtyllus_MAB02771";"Bibliothèque Université Clermont Auvergne";"fre";;"Le sapet à l'Assise, Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Vaccinium_myrtyllus_MAB02771.jpg"
"Vaccinium myrtyllus  (Bruyères)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";1873;"still image";"image/jpeg";"Bruyères_Vaccinium_myrtyllus_MAB02772";"Bruyères_Vaccinium_myrtyllus_MAB02772";"Bibliothèque Université Clermont Auvergne";"fre";;"Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Vaccinium_myrtyllus_MAB02772.jpg"
"Vaccinium myrtyllus  (Bruyères)";"Migout";"Herbier.P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"30 juin 1872";"still image";"image/jpeg";"Bruyères_Vaccinium_myrtyllus_MAB02773";"Bruyères_Vaccinium_myrtyllus_MAB02773";"Bibliothèque Université Clermont Auvergne";"fre";;"bois des colettes à Lalizolle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Bruyères_Vaccinium_myrtyllus_MAB02773.jpg"
"Campanula glomerata  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"21 juillet ?";"still image";"image/jpeg";"Campanulées_Campanula_glomerata_MAB02774";"Campanulees_Campanula_glomerata_MAB02774";"Bibliothèque Université Clermont Auvergne";"fre";;"bois, route de Bourgnogne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_glomerata_MAB02774.jpg"
"Campanula glomerata et aggregala  (Campanulées)";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"1er août 1882";"still image";"image/jpeg";"Campanulées_Campanula_glomerata_et_aggregala_MAB02775";"Campanulees_Campanula_glomerata_et_aggregala_MAB02775";"Bibliothèque Université Clermont Auvergne";"fre";;"Fourille";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_glomerata_et_aggregala_MAB02775.jpg"
"Campanula glomerata  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1879";"still image";"image/jpeg";"Campanulées_Campanula_glomerata_MAB02776";"Campanulees_Campanula_glomerata_MAB02776";"Bibliothèque Université Clermont Auvergne";"fre";;"Etroussat, bois de Douzon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_glomerata_MAB02776.jpg"
"Campanula glomerata  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1879";"still image";"image/jpeg";"Campanulées_Campanula_glomerata_MAB02777";"Campanulees_Campanula_glomerata_MAB02777";"Bibliothèque Université Clermont Auvergne";"fre";;"Charroux";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_glomerata_MAB02777.jpg"
"Campanula glomerata  (Campanulées)";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"30 juin 1878";"still image";"image/jpeg";"Campanulées_Campanula_glomerata_MAB02778";"Campanulees_Campanula_glomerata_MAB02778";"Bibliothèque Université Clermont Auvergne";"fre";;"St Didier";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_glomerata_MAB02778.jpg"
"Campanula glomerata  (Campanulées)";"Migout";"Gagne";;;"Herbiers universitaires de Clermont-Ferrand";"20 août 1877";"still image";"image/jpeg";"Campanulées_Campanula_glomerata_MAB02779";"Campanulees_Campanula_glomerata_MAB02779";"Bibliothèque Université Clermont Auvergne";"fre";;"Chamblet";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_glomerata_MAB02779.jpg"
"Campanula glomerata  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Campanulées_Campanula_glomerata_MAB02780";"Campanulees_Campanula_glomerata_MAB02780";"Bibliothèque Université Clermont Auvergne";"fre";;"Chavenon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_glomerata_MAB02780.jpg"
"Campanula hederacea  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Campanulées_Campanula_hederacea_MAB02781";"Campanulees_Campanula_hederacea_MAB02781";"Bibliothèque Université Clermont Auvergne";"fre";;"route de Bourgogne, Lusigny, 8km de Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_hederacea_MAB02781.jpg"
"bergia hederacea  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"30 août 1883";"still image";"image/jpeg";"Campanulées_bergia_hederacea_MAB02782";"Campanulees_bergia_hederacea_MAB02782";"Bibliothèque Université Clermont Auvergne";"fre";;"St Victor à Tizon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_bergia_hederacea_MAB02782.jpg"
"Campanula hederacea  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"10 août 1875";"still image";"image/jpeg";"Campanulées_Campanula_hederacea_MAB02783";"Campanulees_Campanula_hederacea_MAB02783";"Bibliothèque Université Clermont Auvergne";"fre";;"Lapalisse";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_hederacea_MAB02783.jpg"
"Campanula patula  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juin 1865";"still image";"image/jpeg";"Campanulées_Campanula_patula_MAB02784";"Campanulees_Campanula_patula_MAB02784";"Bibliothèque Université Clermont Auvergne";"fre";;"Chatel montagne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_patula_MAB02784.jpg"
"Campanula patula  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1878";"still image";"image/jpeg";"Campanulées_Campanula_patula_MAB02785";"Campanulees_Campanula_patula_MAB02785";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_patula_MAB02785.jpg"
"Campanula patula  (Campanulées)";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"30 juin 1878";"still image";"image/jpeg";"Campanulées_Campanula_patula_MAB02786";"Campanulees_Campanula_patula_MAB02786";"Bibliothèque Université Clermont Auvergne";"fre";;"St Didier";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_patula_MAB02786.jpg"
"Campanula patula  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Campanulées_Campanula_patula_MAB02787";"Campanulees_Campanula_patula_MAB02787";"Bibliothèque Université Clermont Auvergne";"fre";;"Les Chappes";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_patula_MAB02787.jpg"
"Campanula patula  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Campanulées_Campanula_patula_MAB02788";"Campanulees_Campanula_patula_MAB02788";"Bibliothèque Université Clermont Auvergne";"fre";;"Les Chappes";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_patula_MAB02788.jpg"
"Campanula linifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Campanulées_Campanula_linifolia_MAB02789";"Campanulees_Campanula_linifolia_MAB02789";"Bibliothèque Université Clermont Auvergne";"fre";;"sommet du Montoncelle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_linifolia_MAB02789.jpg"
"Campanula persicifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"3 juin ?";"still image";"image/jpeg";"Campanulées_Campanula_persicifolia_MAB02804";"Campanulees_Campanula_persicifolia_MAB02804";"Bibliothèque Université Clermont Auvergne";"fre";;0;"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_persicifolia_MAB02804.jpg"
"Campanula persicifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1879";"still image";"image/jpeg";"Campanulées_Campanula_persicifolia_MAB02805";"Campanulees_Campanula_persicifolia_MAB02805";"Bibliothèque Université Clermont Auvergne";"fre";;"Etroussat, bois de Douzon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_persicifolia_MAB02805.jpg"
"Campanula persicifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"18 juin 1876";"still image";"image/jpeg";"Campanulées_Campanula_persicifolia_MAB02806";"Campanulees_Campanula_persicifolia_MAB02806";"Bibliothèque Université Clermont Auvergne";"fre";;"Neuvialle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_persicifolia_MAB02806.jpg"
"Campanula persicifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"17 juin 1875";"still image";"image/jpeg";"Campanulées_Campanula_persicifolia_MAB02807";"Campanulees_Campanula_persicifolia_MAB02807";"Bibliothèque Université Clermont Auvergne";"fre";;"Gouise";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_persicifolia_MAB02807.jpg"
"Campanula rapunculus  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"22 mai ?";"still image";"image/jpeg";"Campanulées_Campanula_rapunculus_MAB02809";"Campanulees_Campanula_rapunculus_MAB02809";"Bibliothèque Université Clermont Auvergne";"fre";;"Danube";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rapunculus_MAB02809.jpg"
"Campanula rapunculus  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 juin 1875";"still image";"image/jpeg";"Campanulées_Campanula_rapunculus_MAB02810";"Campanulees_Campanula_rapunculus_MAB02810";"Bibliothèque Université Clermont Auvergne";"fre";;"Yzeure";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rapunculus_MAB02810.jpg"
"Campanula persicifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Campanulées_Campanula_persicifolia_MAB02808";"Campanulees_Campanula_persicifolia_MAB02808";"Bibliothèque Université Clermont Auvergne";"fre";;"Cusset aux grisats";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_persicifolia_MAB02808.jpg"
"Campanula rotundifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"30 août 1872";"still image";"image/jpeg";"Campanulées_Campanula_rotundifolia_MAB02797";"Campanulees_Campanula_rotundifolia_MAB02797";"Bibliothèque Université Clermont Auvergne";"fre";;"Mayet de Montagne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rotundifolia_MAB02797.jpg"
"Campanula rotundifolia  (Campanulées)";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";1882;"still image";"image/jpeg";"Campanulées_Campanula_rotundifolia_MAB02798";"Campanulees_Campanula_rotundifolia_MAB02798";"Bibliothèque Université Clermont Auvergne";"fre";;"..de Chantelle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rotundifolia_MAB02798.jpg"
"Campanula rotundifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1878";"still image";"image/jpeg";"Campanulées_Campanula_rotundifolia_MAB02799";"Campanulees_Campanula_rotundifolia_MAB02799";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rotundifolia_MAB02799.jpg"
"Campanula rotundifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"17 août 1874";"still image";"image/jpeg";"Campanulées_Campanula_rotundifolia_MAB02800";"Campanulees_Campanula_rotundifolia_MAB02800";"Bibliothèque Université Clermont Auvergne";"fre";;"Arfeuilles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rotundifolia_MAB02800.jpg"
"Campanula rotundifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"17 août ?";"still image";"image/jpeg";"Campanulées_Campanula_rotundifolia_MAB02801";"Campanulees_Campanula_rotundifolia_MAB02801";"Bibliothèque Université Clermont Auvergne";"fre";;0;"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rotundifolia_MAB02801.jpg"
"Campanula rotundifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";1882;"still image";"image/jpeg";"Campanulées_Campanula_rotundifolia_MAB02802";"Campanulees_Campanula_rotundifolia_MAB02802";"Bibliothèque Université Clermont Auvergne";"fre";;"ravins de Chantelle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rotundifolia_MAB02802.jpg"
"Campanula rotundifolia  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"12 août 1882";"still image";"image/jpeg";"Campanulées_Campanula_rotundifolia_MAB02803";"Campanulees_Campanula_rotundifolia_MAB02803";"Bibliothèque Université Clermont Auvergne";"fre";;"Pierrefitte";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_rotundifolia_MAB02803.jpg"
"Campanula trachelium  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";1872;"still image";"image/jpeg";"Campanulées_Campanula_trachelium_MAB02790";"Campanulees_Campanula_trachelium_MAB02790";"Bibliothèque Université Clermont Auvergne";"fre";;"Monétay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_trachelium_MAB02790.jpg"
"Campanula trachelium  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Campanulées_Campanula_trachelium_MAB02791";"Campanulees_Campanula_trachelium_MAB02791";"Bibliothèque Université Clermont Auvergne";"fre";;"Cusset, route de l'ardoisière";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_trachelium_MAB02791.jpg"
"Campanula trachelium  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";1882;"still image";"image/jpeg";"Campanulées_Campanula_trachelium_MAB02792";"Campanulees_Campanula_trachelium_MAB02792";"Bibliothèque Université Clermont Auvergne";"fre";;"Bois de Breuilly à Cesset";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_trachelium_MAB02792.jpg"
"Campanula trachelium  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"12 août 1879";"still image";"image/jpeg";"Campanulées_Campanula_trachelium_MAB02793";"Campanulees_Campanula_trachelium_MAB02793";"Bibliothèque Université Clermont Auvergne";"fre";;"Charroux au peyrou";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_trachelium_MAB02793.jpg"
"Campanula trachelium  (Campanulées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1878";"still image";"image/jpeg";"Campanulées_Campanula_trachelium_MAB02794";"Campanulees_Campanula_trachelium_MAB02794";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Campanulees_Campanula_trachelium_MAB02794.jpg"
